,query_id,iter,doc_id,relevance,title,abstract,text
975,CD010213,0,11936480,1,Intraductal papillary mucinous tumor of the pancreas demonstrated by MR cholangiopancreatography.,No abstract,Intraductal papillary mucinous tumor of the pancreas demonstrated by MR cholangiopancreatography. - No abstract
976,CD010409,0,21997173,1,Effects of previous surgery on the detection of sentinel nodes in women with vulvar cancer.,"There is a growing interest to apply the sentinel node (SN) procedure in the treatment of vulvar cancer. Previous vulvar surgery might disrupt lymphatic patterns and thereby decrease SN detection rates, lengthen scintigraphic appearance time (SAT), and increase SN false-negative rate. The aims of this study were to evaluate the SN detection rates at the Mercy Hospital for Women in Melbourne and to investigate whether previous vulvar surgery affects SN detection rates, SAT, and SN false-negative rate.","Effects of previous surgery on the detection of sentinel nodes in women with vulvar cancer. - There is a growing interest to apply the sentinel node (SN) procedure in the treatment of vulvar cancer. Previous vulvar surgery might disrupt lymphatic patterns and thereby decrease SN detection rates, lengthen scintigraphic appearance time (SAT), and increase SN false-negative rate. The aims of this study were to evaluate the SN detection rates at the Mercy Hospital for Women in Melbourne and to investigate whether previous vulvar surgery affects SN detection rates, SAT, and SN false-negative rate."
977,CD009263,0,21680684,1,Evaluation of optimal acquisition duration or injected activity for pediatric 18F-FDG PET/CT.,"Pediatric (18)F-FDG dosing and acquisition durations are generally based on coarse extrapolation from adult guidelines. This study sought to determine whether shorter acquisition durations or a lower (18)F-FDG injected activity could be used for pediatric (18)F-FDG PET/CT examinations while maintaining diagnostic utility. Reduction of overall scan time potentially reduces motion artifacts, improves patient comfort, and decreases length of sedation. Alternatively, decreased (18)F-FDG dose minimizes radiation risk.","Evaluation of optimal acquisition duration or injected activity for pediatric 18F-FDG PET/CT. - Pediatric (18)F-FDG dosing and acquisition durations are generally based on coarse extrapolation from adult guidelines. This study sought to determine whether shorter acquisition durations or a lower (18)F-FDG injected activity could be used for pediatric (18)F-FDG PET/CT examinations while maintaining diagnostic utility. Reduction of overall scan time potentially reduces motion artifacts, improves patient comfort, and decreases length of sedation. Alternatively, decreased (18)F-FDG dose minimizes radiation risk."
978,CD010213,0,19340900,1,Endoscopic ultrasound elastography for evaluation of lymph nodes and pancreatic masses: a multicenter study.,To evaluate the ability of endoscopic ultrasound (EUS) elastography to distinguish benign from malignant pancreatic masses and lymph nodes.,Endoscopic ultrasound elastography for evaluation of lymph nodes and pancreatic masses: a multicenter study. - To evaluate the ability of endoscopic ultrasound (EUS) elastography to distinguish benign from malignant pancreatic masses and lymph nodes.
979,CD009263,0,12823380,0,Improved prognosis of patients with intermediate- and poor-risk nonseminomatous germ cell tumours by optimizing combined treatment.,"To assess whether the optimal use of combined treatment with chemotherapy and appropriately timed surgical intervention by a specialized team might improve the outcome for patients with poor- and intermediate-prognosis (International Germ Cell Consensus Classification, IGCCC) nonseminomatous germ cell tumours (NSGCTs).","Improved prognosis of patients with intermediate- and poor-risk nonseminomatous germ cell tumours by optimizing combined treatment. - To assess whether the optimal use of combined treatment with chemotherapy and appropriately timed surgical intervention by a specialized team might improve the outcome for patients with poor- and intermediate-prognosis (International Germ Cell Consensus Classification, IGCCC) nonseminomatous germ cell tumours (NSGCTs)."
980,CD010409,0,7208513,0,Cloning of human neuroblastoma cells in soft agar.,No abstract,Cloning of human neuroblastoma cells in soft agar. - No abstract
981,CD010213,0,11598254,0,CT of the duodenum: an overlooked segment gets its due.,"Abdominal computed tomography (CT) is frequently performed to evaluate gastrointestinal pathologic conditions, and the majority of the gastrointestinal radiology literature has concentrated on the colon, stomach, and distal small bowel. In a description of CT findings of duodenal pathologic conditions, congenital, traumatic, inflammatory, and neoplastic diseases are presented. Congenital duodenal anomalies such as duplications and diverticula are usually asymptomatic, while annular pancreas and malrotation may manifest in the 1st decade of life. CT plays a vital role in the diagnosis of traumatic duodenal injury. Primary inflammatory processes of the duodenum such as ulcers and secondary involvement from pancreatitis can reliably be diagnosed at CT. Infectious diseases of the duodenum are difficult to diagnose, as the findings are not specific. While small bowel malignancies are relatively rare, lipoma, adenoma, and adenocarcinoma, as well as local extension from adjacent malignancies, can be diagnosed at CT. Careful CT technique and attention to the duodenum can result in reliable prospective diagnoses.","CT of the duodenum: an overlooked segment gets its due. - Abdominal computed tomography (CT) is frequently performed to evaluate gastrointestinal pathologic conditions, and the majority of the gastrointestinal radiology literature has concentrated on the colon, stomach, and distal small bowel. In a description of CT findings of duodenal pathologic conditions, congenital, traumatic, inflammatory, and neoplastic diseases are presented. Congenital duodenal anomalies such as duplications and diverticula are usually asymptomatic, while annular pancreas and malrotation may manifest in the 1st decade of life. CT plays a vital role in the diagnosis of traumatic duodenal injury. Primary inflammatory processes of the duodenum such as ulcers and secondary involvement from pancreatitis can reliably be diagnosed at CT. Infectious diseases of the duodenum are difficult to diagnose, as the findings are not specific. While small bowel malignancies are relatively rare, lipoma, adenoma, and adenocarcinoma, as well as local extension from adjacent malignancies, can be diagnosed at CT. Careful CT technique and attention to the duodenum can result in reliable prospective diagnoses."
982,CD010409,0,4426207,0,"Hypernephroma: a rare cause of bilateral adenopathy, and an example of the importance of tissue diagnosis in suspected cases of sarcoidosis.",No abstract,"Hypernephroma: a rare cause of bilateral adenopathy, and an example of the importance of tissue diagnosis in suspected cases of sarcoidosis. - No abstract"
983,CD010213,0,25208276,0,Acquired constricting and restricting lesions of the descending duodenum.,"The descending duodenum is a structure with distinct pathologic processes and anatomic relationships that requires a systematic approach to the differential diagnosis. Because of its tubular shape and fixed position in the retroperitoneum, both intrinsic duodenal and juxtaduodenal diseases are capable of producing luminal narrowing and obstruction. Duodenal lesions may be located in the mucosa or submucosa. Extraduodenal lesions may originate in adjacent structures--such as the pancreas, liver, gallbladder, colon, and lymph nodes--or from other retroperitoneal structures. Causes of duodenal obstruction include intraluminal masses, such as bezoars; duodenal inflammation, such as as peptic ulcers and Crohn disease; hematomas; and benign or malignant mucosal and intramural tumors. Pancreatic inflammation; tumors; and extrinsic compression caused by gallbladder processes, hepatic masses, retroperitoneal fluid collections, and tumors, including lymphoma, may produce duodenal obstruction. Abdominal radiography, barium studies, multidetector computed tomography, magnetic resonance imaging, and positron emission tomography may be used to depict and characterize duodenal strictures. Integration of imaging, clinical, laboratory, and endoscopic findings plays a major role in establishing a diagnosis of obstructive duodenal strictures.","Acquired constricting and restricting lesions of the descending duodenum. - The descending duodenum is a structure with distinct pathologic processes and anatomic relationships that requires a systematic approach to the differential diagnosis. Because of its tubular shape and fixed position in the retroperitoneum, both intrinsic duodenal and juxtaduodenal diseases are capable of producing luminal narrowing and obstruction. Duodenal lesions may be located in the mucosa or submucosa. Extraduodenal lesions may originate in adjacent structures--such as the pancreas, liver, gallbladder, colon, and lymph nodes--or from other retroperitoneal structures. Causes of duodenal obstruction include intraluminal masses, such as bezoars; duodenal inflammation, such as as peptic ulcers and Crohn disease; hematomas; and benign or malignant mucosal and intramural tumors. Pancreatic inflammation; tumors; and extrinsic compression caused by gallbladder processes, hepatic masses, retroperitoneal fluid collections, and tumors, including lymphoma, may produce duodenal obstruction. Abdominal radiography, barium studies, multidetector computed tomography, magnetic resonance imaging, and positron emission tomography may be used to depict and characterize duodenal strictures. Integration of imaging, clinical, laboratory, and endoscopic findings plays a major role in establishing a diagnosis of obstructive duodenal strictures."
984,CD010213,0,16046987,0,Impact of EUS in the evaluation of pancreaticobiliary disorders in children.,"While the role of EUS in the evaluation of pancreaticobiliary (PB) disorders in adults is well established, its utility in children remains unproven. This prospective study evaluates the feasibility, the safety, and the impact of EUS in the evaluation of PB disorders in children.","Impact of EUS in the evaluation of pancreaticobiliary disorders in children. - While the role of EUS in the evaluation of pancreaticobiliary (PB) disorders in adults is well established, its utility in children remains unproven. This prospective study evaluates the feasibility, the safety, and the impact of EUS in the evaluation of PB disorders in children."
985,CD010213,0,15672060,1,Differential diagnosis of pancreatic cancer and focal pancreatitis by using EUS-guided FNA.,"Despite advances in diagnostic imaging techniques, the differentiation between pancreatic cancer and focal pancreatitis remains difficult. This study evaluated the effectiveness of EUS-guided FNA in the differential diagnosis between pancreatic cancer and focal pancreatitis, with particular reference to detection of the K-ras point mutation.","Differential diagnosis of pancreatic cancer and focal pancreatitis by using EUS-guided FNA. - Despite advances in diagnostic imaging techniques, the differentiation between pancreatic cancer and focal pancreatitis remains difficult. This study evaluated the effectiveness of EUS-guided FNA in the differential diagnosis between pancreatic cancer and focal pancreatitis, with particular reference to detection of the K-ras point mutation."
986,CD010409,0,7515249,0,Lymphoscintigraphy in pectoralis major myocutaneous flaps.,"Myocutaneous flaps are used widely in the surgical treatment of advanced cancers, which in the past had been thought to be inoperable. Tumor recurrences are expected more frequently in these patients. Recurrent tumors may spread locally and to the regional areas via lymphatics and vessels. However, the lymphatic spread may differ in cases where myocutaneous flaps are used for reconstruction. This study is based on five patients with head and neck cancer who underwent reconstruction with myocutaneous flaps. Technetium Tc99m-labeled dextran was used to demonstrate the lymphatic flow, and technetium Tc99m rhenium sulfur colloid was used to show the lymph nodes of the neck and pectoralis major myocutaneous flap. Our findings show that the newly formed lymphatics do not pierce the fibrotic border of the donor and recipient sides. Lymphatic metastasis may occur to the internal mammary nodes through the myocutaneous flap only after recurrent tumors have invaded the myocutaneous flap directly.","Lymphoscintigraphy in pectoralis major myocutaneous flaps. - Myocutaneous flaps are used widely in the surgical treatment of advanced cancers, which in the past had been thought to be inoperable. Tumor recurrences are expected more frequently in these patients. Recurrent tumors may spread locally and to the regional areas via lymphatics and vessels. However, the lymphatic spread may differ in cases where myocutaneous flaps are used for reconstruction. This study is based on five patients with head and neck cancer who underwent reconstruction with myocutaneous flaps. Technetium Tc99m-labeled dextran was used to demonstrate the lymphatic flow, and technetium Tc99m rhenium sulfur colloid was used to show the lymph nodes of the neck and pectoralis major myocutaneous flap. Our findings show that the newly formed lymphatics do not pierce the fibrotic border of the donor and recipient sides. Lymphatic metastasis may occur to the internal mammary nodes through the myocutaneous flap only after recurrent tumors have invaded the myocutaneous flap directly."
987,CD010213,0,16234041,1,The role of pancreatic cyst fluid molecular analysis in predicting cyst pathology.,Current methods to detect malignancy in mucinous cystic neoplasms of the pancreas remain inadequate. The role of detailed molecular analysis in this context was investigated.,The role of pancreatic cyst fluid molecular analysis in predicting cyst pathology. - Current methods to detect malignancy in mucinous cystic neoplasms of the pancreas remain inadequate. The role of detailed molecular analysis in this context was investigated.
988,CD010213,0,21983574,1,[Intraductal papillary-mucinous tumor of the pancreas: difficulties and mistakes of diagnostics and treatment].,"15 patients with intraductal papillary-mucinous tumors (IPMT) of the pancreas were observed. Clinical manifestation corresponded with chronic pancreatitis. Ultrasound study, including endosonography, contrast-enhanced computer and magnetic resonance tomography were used in complex observation of the patients. Dilation of main or lateral pancreatic ducts, connection of tumor with pancreatic duct system and absence of septal calcinosis are typical signs in radiodiagnostics of IPMT. Visualization of parietal papillary proliferations and their contrast enhancement are undeniable signs f or neoplastic character of pancreatic duct dilation. Sensitivity of CT, MRТ and endoUS amounted accordingly 66, 83 and 88%. All patients were operated. Extent of operation was determined by morphological character, localization and size of the tumor (pylorus-preserving pancreaticoduodenal resection was carried out to 6 patients, distal resection including robot-assisted - to 7 patients, midline resection - to 1 patient, duodenum-preserving resection of head and body of pancreas - to 1 patient). Intraoperative urgent histologic study of pancreatic section was carried out by all means. Tumors with borderline degree of malignancy were detected in 4 cases.","[Intraductal papillary-mucinous tumor of the pancreas: difficulties and mistakes of diagnostics and treatment]. - 15 patients with intraductal papillary-mucinous tumors (IPMT) of the pancreas were observed. Clinical manifestation corresponded with chronic pancreatitis. Ultrasound study, including endosonography, contrast-enhanced computer and magnetic resonance tomography were used in complex observation of the patients. Dilation of main or lateral pancreatic ducts, connection of tumor with pancreatic duct system and absence of septal calcinosis are typical signs in radiodiagnostics of IPMT. Visualization of parietal papillary proliferations and their contrast enhancement are undeniable signs f or neoplastic character of pancreatic duct dilation. Sensitivity of CT, MRТ and endoUS amounted accordingly 66, 83 and 88%. All patients were operated. Extent of operation was determined by morphological character, localization and size of the tumor (pylorus-preserving pancreaticoduodenal resection was carried out to 6 patients, distal resection including robot-assisted - to 7 patients, midline resection - to 1 patient, duodenum-preserving resection of head and body of pancreas - to 1 patient). Intraoperative urgent histologic study of pancreatic section was carried out by all means. Tumors with borderline degree of malignancy were detected in 4 cases."
989,CD010213,0,23504490,1,Randomized trial comparing fanning with standard technique for endoscopic ultrasound-guided fine-needle aspiration of solid pancreatic mass lesions.,The fanning technique for endoscopic ultrasound-guided fine-needle aspiration (EUS - FNA) involves sampling multiple areas within a lesion with each pass. The aim of this study was to compare the fanning and standard techniques for EUS - FNA of solid pancreatic masses.,Randomized trial comparing fanning with standard technique for endoscopic ultrasound-guided fine-needle aspiration of solid pancreatic mass lesions. - The fanning technique for endoscopic ultrasound-guided fine-needle aspiration (EUS - FNA) involves sampling multiple areas within a lesion with each pass. The aim of this study was to compare the fanning and standard techniques for EUS - FNA of solid pancreatic masses.
990,CD010213,0,23182238,0,[Resectability evaluation in pancreatic cancer].,"Accurate staging of pancreatic cancer is essential in order to select patients, which are candidates for curative resection. Multidetector computed tomography is the best imaging for determination of pancreatic cancer loco regional and distal resectability. Endoscopic ultra sonography has complementary role in small tumours. It can guide regional lymph node puncture for accurate staging. Magnetic resonance with MR angiography can be helpful in determining vascular respectability of pancreatic cancer. The use of laparoscopy with laparoscopic ultrasound has been increased last years in order to avoid unnecessary laparotomy. Positron emission tomography may be useful tool for diagnosing occult metastatic disease. It is still in evaluation.","[Resectability evaluation in pancreatic cancer]. - Accurate staging of pancreatic cancer is essential in order to select patients, which are candidates for curative resection. Multidetector computed tomography is the best imaging for determination of pancreatic cancer loco regional and distal resectability. Endoscopic ultra sonography has complementary role in small tumours. It can guide regional lymph node puncture for accurate staging. Magnetic resonance with MR angiography can be helpful in determining vascular respectability of pancreatic cancer. The use of laparoscopy with laparoscopic ultrasound has been increased last years in order to avoid unnecessary laparotomy. Positron emission tomography may be useful tool for diagnosing occult metastatic disease. It is still in evaluation."
991,CD010409,0,17417988,0,Rheumatic manifestations of lymphoproliferative disorders.,The association between musculoskeletal features and lymphoproliferative disorders as well as the association of rheumatic diseases with an increased risk of malignancies is well-known.,Rheumatic manifestations of lymphoproliferative disorders. - The association between musculoskeletal features and lymphoproliferative disorders as well as the association of rheumatic diseases with an increased risk of malignancies is well-known.
992,CD010213,0,6451498,1,[The value of computer tomography and sonography in the investigation of the pancreas (author's transl)].,"Three hundred and five patients were examined by computer tomography and sonography. In 117 patients no abnormalities were found in the pancreas. The accuracy of computer tomography was 87%, of sonography 85%. In 41 patients the presence of a carcinoma of the pancreas was confirmed histologically. In this group the sensitivity of computer tomography was 83%, of sonography 85%. Thirty-four patients suffered from acute pancreatitis. In this group sensitivity of the two methods was equal at 79%. 113 patients had changes of chronic pancreatitis. Sensitivity of computer tomography was 84%, of sonography 70%. Computer tomography is better at demonstrating calcification in the pancreas. Atrophy of the pancreas cannot be diagnosed by sonography.","[The value of computer tomography and sonography in the investigation of the pancreas (author's transl)]. - Three hundred and five patients were examined by computer tomography and sonography. In 117 patients no abnormalities were found in the pancreas. The accuracy of computer tomography was 87%, of sonography 85%. In 41 patients the presence of a carcinoma of the pancreas was confirmed histologically. In this group the sensitivity of computer tomography was 83%, of sonography 85%. Thirty-four patients suffered from acute pancreatitis. In this group sensitivity of the two methods was equal at 79%. 113 patients had changes of chronic pancreatitis. Sensitivity of computer tomography was 84%, of sonography 70%. Computer tomography is better at demonstrating calcification in the pancreas. Atrophy of the pancreas cannot be diagnosed by sonography."
993,CD009263,0,19440707,0,A Grid-based SPM service (GriSPM) for SPECT and PET neurological studies.,No abstract,A Grid-based SPM service (GriSPM) for SPECT and PET neurological studies. - No abstract
994,CD009263,0,14971604,1,Impact of hypercalcemia and parathyroid hormone level on the sensitivity of preoperative sestamibi scanning for primary hyperparathyroidism.,"Technetium 99m sestamibi scanning (MIBI) can direct unilateral parathyroidectomy. However, the clinical application remains variable with sensitivities ranging from 55 to 100 per cent. We examined whether patient factors including serum calcium (Ca) and parathyroid hormone (PTH) levels impact the sensitivity of MIBI. We completed a retrospective review of 102 patients with primary hyperparathyroidism and mild hypercalcemia who underwent preoperative MIBI. All patients underwent bilateral neck explorations with abnormalities confirmed by histopathology. MIBI sensitivity was correlated with preoperative Ca and PTH levels using univariate and logistic regression analysis. The mean preoperative Ca was 11.0 mg/dL and the mean PTH was 158 pg/mL. More than 95 per cent of patients with Ca greater than 11.3 mg/dL had a positive scan as compared with 60 per cent of those with lesser values (P = 0.0024). Similarly a serum PTH level greater than 160 pg/mL correlated with positive scans in 93 per cent as opposed to 57 per cent in those with lower levels (P = 0.006). Using a scan-directed approach 65 of 74 patients would have undergone unilateral exploration; this would yield a 7.7 per cent operative failure rate because of contralateral multigland disease. Lower Ca and PTH levels seem to correlate with reduced sensitivity of MIBI. Increasing acceptance of surgery for hyperparathyroidism with minimal hypercalcemia may make MIBI less attractive without ancillary diagnostic measures such as rapid parathormone assays.","Impact of hypercalcemia and parathyroid hormone level on the sensitivity of preoperative sestamibi scanning for primary hyperparathyroidism. - Technetium 99m sestamibi scanning (MIBI) can direct unilateral parathyroidectomy. However, the clinical application remains variable with sensitivities ranging from 55 to 100 per cent. We examined whether patient factors including serum calcium (Ca) and parathyroid hormone (PTH) levels impact the sensitivity of MIBI. We completed a retrospective review of 102 patients with primary hyperparathyroidism and mild hypercalcemia who underwent preoperative MIBI. All patients underwent bilateral neck explorations with abnormalities confirmed by histopathology. MIBI sensitivity was correlated with preoperative Ca and PTH levels using univariate and logistic regression analysis. The mean preoperative Ca was 11.0 mg/dL and the mean PTH was 158 pg/mL. More than 95 per cent of patients with Ca greater than 11.3 mg/dL had a positive scan as compared with 60 per cent of those with lesser values (P = 0.0024). Similarly a serum PTH level greater than 160 pg/mL correlated with positive scans in 93 per cent as opposed to 57 per cent in those with lower levels (P = 0.006). Using a scan-directed approach 65 of 74 patients would have undergone unilateral exploration; this would yield a 7.7 per cent operative failure rate because of contralateral multigland disease. Lower Ca and PTH levels seem to correlate with reduced sensitivity of MIBI. Increasing acceptance of surgery for hyperparathyroidism with minimal hypercalcemia may make MIBI less attractive without ancillary diagnostic measures such as rapid parathormone assays."
995,CD010213,0,22925290,1,Factors affecting the diagnostic accuracy of endoscopic ultrasonography-guided fine-needle aspiration (EUS-FNA) for upper gastrointestinal submucosal or extraluminal solid mass lesions.,A number of potential variables are associated with the diagnostic accuracy of endoscopic ultrasonography-guided fine-needle aspiration (EUS-FNA). The aim of this study was to evaluate factors affecting the diagnostic accuracy of EUS-FNA for upper gastrointestinal submucosal or extraluminal solid lesions.,Factors affecting the diagnostic accuracy of endoscopic ultrasonography-guided fine-needle aspiration (EUS-FNA) for upper gastrointestinal submucosal or extraluminal solid mass lesions. - A number of potential variables are associated with the diagnostic accuracy of endoscopic ultrasonography-guided fine-needle aspiration (EUS-FNA). The aim of this study was to evaluate factors affecting the diagnostic accuracy of EUS-FNA for upper gastrointestinal submucosal or extraluminal solid lesions.
996,CD009263,0,2753160,0,Differential activation by fMet-Leu-Phe and phorbol ester of a plasma membrane phosphatidylcholine-specific phospholipase D in human neutrophil.,"Signal transduction involving phosphatidylcholine hydrolysis has been investigated in human neutrophils (PMN) after in situ generation of [3H]alkylacyl-sn-glycero-3-phosphocholine ([3H]alkylacyl-GPC) by cell incubation with [3H]alkylacetyl-GPC. When PMN were stimulated with the chemotactic peptide N-formyl-Met-Leu-Phe(fMLP) or phorbol myristate acetate (PMA) in the presence of cytochalasin B, both 1-O-alkyl-2-acyl-sn-glycero-3-phosphate (PA) and 1-O-alkyl-2-acyl-sn-glycerol (AAG) were generated. On addition of the agonists in the presence of ethanol, phosphatidylethanol (PEt) [corrected] was formed with a concomitant decrease in PA and AAG. These results indicate the presence of a phospholipase D (PLD) acting on phosphatidylcholine in human PMN. The kinetics of hydrolysis were quite different according to the stimulus. Whereas fMLP induced a maximum rise in PA and AAG at 30-45 s, these products began to appear only after 1 min upon cell incubation with PMA. Similar amounts of products were formed at 1 min with fMLP and only at 5 min with PMA. Although similar time courses of PA generation were obtained in the absence of cytochalasin B, AAG were no longer involved and therefore cannot account for intracellular second messenger under physiological conditions. Subcellular distribution studies demonstrated the exclusive location of PA and PEt [corrected] in the plasma membrane. The possible involvement of PA in respiratory burst activation is discussed.","Differential activation by fMet-Leu-Phe and phorbol ester of a plasma membrane phosphatidylcholine-specific phospholipase D in human neutrophil. - Signal transduction involving phosphatidylcholine hydrolysis has been investigated in human neutrophils (PMN) after in situ generation of [3H]alkylacyl-sn-glycero-3-phosphocholine ([3H]alkylacyl-GPC) by cell incubation with [3H]alkylacetyl-GPC. When PMN were stimulated with the chemotactic peptide N-formyl-Met-Leu-Phe(fMLP) or phorbol myristate acetate (PMA) in the presence of cytochalasin B, both 1-O-alkyl-2-acyl-sn-glycero-3-phosphate (PA) and 1-O-alkyl-2-acyl-sn-glycerol (AAG) were generated. On addition of the agonists in the presence of ethanol, phosphatidylethanol (PEt) [corrected] was formed with a concomitant decrease in PA and AAG. These results indicate the presence of a phospholipase D (PLD) acting on phosphatidylcholine in human PMN. The kinetics of hydrolysis were quite different according to the stimulus. Whereas fMLP induced a maximum rise in PA and AAG at 30-45 s, these products began to appear only after 1 min upon cell incubation with PMA. Similar amounts of products were formed at 1 min with fMLP and only at 5 min with PMA. Although similar time courses of PA generation were obtained in the absence of cytochalasin B, AAG were no longer involved and therefore cannot account for intracellular second messenger under physiological conditions. Subcellular distribution studies demonstrated the exclusive location of PA and PEt [corrected] in the plasma membrane. The possible involvement of PA in respiratory burst activation is discussed."
997,CD010213,0,2729238,0,Ectopic pancreas in the stomach presenting as an inflammatory abdominal mass.,"A case of 29-yr-old woman with an ectopic pancreas in the stomach, presenting as an inflammatory mass, is presented. Physical examination revealed a tender mass in the upper abdomen. Laboratory data showed leukocytosis and an increase of ESR and CRP. A computed tomographic (CT) scan demonstrated a solid mass adjacent to the gastric antrum. Endoscopy disclosed a submucosal mass at the antrum. With a diagnosis of inflammatory mass lying near the gastric antrum, laparotomy was done. A mass 3 cm in diameter was found at the gastric antrum, and partial gastrectomy was performed. Surgical specimen showed a submucosal mass with a central umbilication. Histological examination revealed an ectopic pancreas with an abscess formation. The white cell count, ESR, and CRP returned to normal within 1 wk after surgery. From a review of the English and Japanese literature, we believe that ours is the first report of an ectopic pancreas, presenting as an inflammatory abdominal mass.","Ectopic pancreas in the stomach presenting as an inflammatory abdominal mass. - A case of 29-yr-old woman with an ectopic pancreas in the stomach, presenting as an inflammatory mass, is presented. Physical examination revealed a tender mass in the upper abdomen. Laboratory data showed leukocytosis and an increase of ESR and CRP. A computed tomographic (CT) scan demonstrated a solid mass adjacent to the gastric antrum. Endoscopy disclosed a submucosal mass at the antrum. With a diagnosis of inflammatory mass lying near the gastric antrum, laparotomy was done. A mass 3 cm in diameter was found at the gastric antrum, and partial gastrectomy was performed. Surgical specimen showed a submucosal mass with a central umbilication. Histological examination revealed an ectopic pancreas with an abscess formation. The white cell count, ESR, and CRP returned to normal within 1 wk after surgery. From a review of the English and Japanese literature, we believe that ours is the first report of an ectopic pancreas, presenting as an inflammatory abdominal mass."
998,CD010213,0,15018166,0,Pancreatic Castleman's disease: MR findings.,"Castleman's disease can involve a number of organs/tissues but generally affects the mediastinum. Occurrence of Castleman's disease in the pancreas in either form of the disease, the hyaline vascular or the plasma-cell type, is very rare, with only a few case reports in which the imaging findings were described. The MR imaging of pancreatic Castleman's disease has not been previously reported, to our knowledge. We submit the MRI findings in a patient with the plasma-cell-type of Castleman's disease, which presented as an isolated smoothly marginated pancreatic mass, hypointense on T1-weighted fat-suppressed images, isointense on T2-weighted sequences, and that after contrast material injection showed peripheral rim enhancement during the arterial phase.","Pancreatic Castleman's disease: MR findings. - Castleman's disease can involve a number of organs/tissues but generally affects the mediastinum. Occurrence of Castleman's disease in the pancreas in either form of the disease, the hyaline vascular or the plasma-cell type, is very rare, with only a few case reports in which the imaging findings were described. The MR imaging of pancreatic Castleman's disease has not been previously reported, to our knowledge. We submit the MRI findings in a patient with the plasma-cell-type of Castleman's disease, which presented as an isolated smoothly marginated pancreatic mass, hypointense on T1-weighted fat-suppressed images, isointense on T2-weighted sequences, and that after contrast material injection showed peripheral rim enhancement during the arterial phase."
999,CD010213,0,9563265,0,Benign mesenteric schwannoma: MRI findings.,"Accurate differentiation of retro- or intraperitoneal localization of a primary abdominal tumor by US and CT is often difficult. In our case an abdominal mass was incidentally discovered and identified as a typical benign schwannoma, but with a very atypical location in the mesentery. We found that MRI was a valuable adjunct to CT for exact tumor localization.","Benign mesenteric schwannoma: MRI findings. - Accurate differentiation of retro- or intraperitoneal localization of a primary abdominal tumor by US and CT is often difficult. In our case an abdominal mass was incidentally discovered and identified as a typical benign schwannoma, but with a very atypical location in the mesentery. We found that MRI was a valuable adjunct to CT for exact tumor localization."
1000,CD010213,0,3904196,0,"[Use of percutaneous biopsy of the liver, gallbladder and pancreas, controlled by computerized tomography and ultrasonics].",No abstract,"[Use of percutaneous biopsy of the liver, gallbladder and pancreas, controlled by computerized tomography and ultrasonics]. - No abstract"
1001,CD009263,0,14569239,0,"Somatotrophic reorganization in the brain after extremity replantation, revascularization and amputations: investigated by SPECT analysis.","We wanted to investigate the somatotropic reorganization occurring in the motor and somatosensory cortex by using 99mTc-HMPAO SPECT analyses, after the extremity revascularization, replantation or amputation.","Somatotrophic reorganization in the brain after extremity replantation, revascularization and amputations: investigated by SPECT analysis. - We wanted to investigate the somatotropic reorganization occurring in the motor and somatosensory cortex by using 99mTc-HMPAO SPECT analyses, after the extremity revascularization, replantation or amputation."
1002,CD009263,0,16620049,0,"EBV-related lymphoproliferative disease complicating therapy with the anti-CD2 monoclonal antibody, siplizumab, in patients with T-cell malignancies.","We report an increased incidence of EBV-induced B-cell lymphoproliferative disease (LPD) in patients treated with siplizumab, an anti-CD2 antibody. The development of EBV-LPD has been associated with the use of immunosuppressive agents used in solid organ, bone marrow, and stem cell transplantation and in certain congenital immunodeficiencies.","EBV-related lymphoproliferative disease complicating therapy with the anti-CD2 monoclonal antibody, siplizumab, in patients with T-cell malignancies. - We report an increased incidence of EBV-induced B-cell lymphoproliferative disease (LPD) in patients treated with siplizumab, an anti-CD2 antibody. The development of EBV-LPD has been associated with the use of immunosuppressive agents used in solid organ, bone marrow, and stem cell transplantation and in certain congenital immunodeficiencies."
1003,CD010213,0,19028217,1,EUS elastography for pancreatic mass lesions: between image and FNA?,No abstract,EUS elastography for pancreatic mass lesions: between image and FNA? - No abstract
1004,CD009263,0,17198346,0,Automated interpretation of PET/CT images in patients with lung cancer.,To develop a completely automated method based on image processing techniques and artificial neural networks for the interpretation of combined [(18)F]fluorodeoxyglucose (FDG) positron emission tomography (PET) and computed tomography (CT) images for the diagnosis and staging of lung cancer.,Automated interpretation of PET/CT images in patients with lung cancer. - To develop a completely automated method based on image processing techniques and artificial neural networks for the interpretation of combined [(18)F]fluorodeoxyglucose (FDG) positron emission tomography (PET) and computed tomography (CT) images for the diagnosis and staging of lung cancer.
1005,CD010213,0,12799331,1,Preoperative predictors of malignancy in pancreatic intraductal papillary mucinous neoplasms.,Malignant intraductal papillary mucinous neoplasms (IPMNs) can be predicted before surgery.,Preoperative predictors of malignancy in pancreatic intraductal papillary mucinous neoplasms. - Malignant intraductal papillary mucinous neoplasms (IPMNs) can be predicted before surgery.
